shower mixer,part of,shower
shower mixer,functionally coupled with,hot water heater
hot water heater,functionally coupled with,shower mixer
shower mixer,physically coupled with,wall
wall,physically coupled with,shower mixer
shower mixer,physically coupled with,water
water,physically coupled with,shower mixer
wall cabinet,located in,bathroom
wall cabinet,subclass of,cabinet
wall cabinet,physically coupled with,wall
wall,physically coupled with,wall cabinet
toilet brush,located in,bathroom
toilet brush,subclass of,brush
toilet brush,physically coupled with,toilet
toilet,physically coupled with,toilet brush
toilet brush,physically coupled with,floor
floor,physically coupled with,toilet brush
toilet brush,has attribute,moveable
toilet brush,material,plastic
toilet brush,physically coupled with,water
water,physically coupled with,toilet brush
bristle,part of,toilet brush
bristle,part of,smart toothbrush
toothbrush holder,located in,bathroom
toothbrush holder,subclass of,cup
toothbrush holder,physically coupled with,washstand
washstand,physically coupled with,toothbrush holder
toothbrush holder,physically coupled with,water
water,physically coupled with,toothbrush holder
toothbrush holder,physically coupled with,smart toothbrush
smart toothbrush,physically coupled with,toothbrush holder
toilet training seat,located in,bathroom
toilet training seat,physically coupled with,toilet
toilet,physically coupled with,toilet training seat
toilet training seat,physically coupled with,floor
floor,physically coupled with,toilet training seat
toilet training seat,physically coupled with,water
water,physically coupled with,toilet training seat
toilet training seat,has attribute,moveable
toilet training seat,material,plastic
toilet training seat,interactive with,children
bath mat,located in,bathroom
bath mat,subclass of,mat
bath mat,physically coupled with,floor
floor,physically coupled with,bath mat
bath mat,has attribute,moveable
bath mat,material,cotton
slippers,located in,bathroom
slippers,located in,bedroom
slippers,located in,kitchen
slippers,located in,living room
slippers,physically coupled with,floor
floor,physically coupled with,slippers
slippers,physically coupled with,water
water,physically coupled with,slippers
slippers,has attribute,moveable
slippers,material,polyester
toilet,located in,bathroom
toilet,subclass of,plumbing fixture
toilet,physically coupled with,floor
floor,physically coupled with,toilet
toilet,physically coupled with,wall
wall,physically coupled with,toilet
drying rack,subclass of,furniture
drying rack,located in,laundry room
drying rack,physically coupled with,floor
floor,physically coupled with,drying rack
drying rack,physically coupled with,clothes
clothes,physically coupled with,drying rack
drying rack,has attribute,moveable
drying rack,has attribute,low clearance
drying rack,physically coupled with,water
water,physically coupled with,drying rack
ironing board,located in,laundry room
ironing board,subclass of,tool
ironing board,physically coupled with,floor
floor,physically coupled with,ironing board
ironing board,physically coupled with,clothes
clothes,physically coupled with,ironing board
ironing board,has attribute,moveable
ironing board,has attribute,low clearance
dustpan,located in,laundry room
dustpan,located in,kitchen
dustpan,subclass of,cleaning tool
dustpan,subclass of,waste container
dustpan,physically coupled with,floor
floor,physically coupled with,dustpan
dustpan,functionally coupled with,broom
broom,functionally coupled with,dustpan
dustpan,has attribute,moveable
broom,subclass of,cleaning tool
broom,located in,laundry room
broom,located in,kitchen
broom,physically coupled with,floor
floor,physically coupled with,broom
laundry basket,located in,bathroom
laundry basket,located in,laundry room
laundry basket,subclass of,basket
laundry basket,physically coupled with,towel
towel,physically coupled with,laundry basket
laundry basket,physically coupled with,clothes
clothes,physically coupled with,laundry basket
laundry basket,physically coupled with,floor
floor,physically coupled with,laundry basket
laundry basket,has attribute,moveable
laundry basket,material,rattan
floor lamp,located in,hallway
floor lamp,located in,living room
floor lamp,subclass of,lamp
floor lamp,functionally coupled with,led bulb
led bulb,functionally coupled with,floor lamp
floor lamp,physically coupled with,floor
floor,physically coupled with,floor lamp
floor lamp,has attribute,moveable
floor lamp,has attribute,high clearance
cable,part of,floor lamp
cable,subclass of,power cable
cable,subclass of,cable
shoe rack,located in,hallway
shoe rack,subclass of,furniture
shoe rack,physically coupled with,shoe
shoe,physically coupled with,shoe rack
shoe rack,physically coupled with,floor
floor,physically coupled with,shoe rack
shoe rack,has attribute,low clearance
shoe rack,has attribute,moveable
shoelace,part of,shoe
shoelace,subclass of,cable
shoe cabinet,located in,hallway
shoe cabinet,subclass of,cabinet
shoe cabinet,physically coupled with,wall
wall,physically coupled with,shoe cabinet
shoe cabinet,physically coupled with,shoe
shoe,physically coupled with,shoe cabinet
door mat,located in,hallway
door mat,subclass of,mat
door mat,physically coupled with,floor
floor,physically coupled with,door mat
door mat,physically coupled with,door
door,physically coupled with,door mat
door mat,physically coupled with,shoe
shoe,physically coupled with,door mat
door mat,material,coir
wall mirror,located in,hallway
wall mirror,subclass of,mirror
wall mirror,physically coupled with,wall
wall,physically coupled with,wall mirror
wall mirror,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,wall mirror
wall mirror,functionally coupled with,smart phone
smart phone,functionally coupled with,wall mirror
wall mirror,has attribute,fragile
wall rack,located in,hallway
wall rack,subclass of,furniture
wall rack,physically coupled with,clothes
clothes,physically coupled with,wall rack
wall rack,physically coupled with,wall
wall,physically coupled with,wall rack
hook,located in,hallway
hook,subclass of,fastener
hook,physically coupled with,wall
wall,physically coupled with,hook
hook,physically coupled with,clothes
clothes,physically coupled with,hook
shoehorn,located in,hallway
shoehorn,subclass of,tool
shoehorn,functionally coupled with,shoe
shoe,functionally coupled with,shoehorn
pegboard,located in,hallway
pegboard,located in,bathroom
pegboard,subclass of,wall covering
pegboard,physically coupled with,wall
wall,physically coupled with,pegboard
pegboard,physically coupled with,clothes
clothes,physically coupled with,pegboard
pegboard,physically coupled with,bag
bag,physically coupled with,pegboard
carrier bag,located in,hallway
carrier bag,subclass of,bag
carrier bag,physically coupled with,floor
floor,physically coupled with,carrier bag
carrier bag,physically coupled with,towel
towel,physically coupled with,carrier bag
carrier bag,physically coupled with,litter
litter,physically coupled with,carrier bag
carrier bag,has attribute,moveable
flatweave,located in,hallway
flatweave,subclass of,carpet
flatweave,physically coupled with,wall
wall,physically coupled with,flatweave
flatweave,physically coupled with,shoe
shoe,physically coupled with,flatweave
flatweave,material,jute
coat stand,subclass of,furniture
coat stand,physically coupled with,clothes
clothes,physically coupled with,coat stand
coat stand,physically coupled with,floor
floor,physically coupled with,coat stand
coat stand,has attribute,moveable
coat stand,has attribute,high clearance
sofa bed,located in,living room
sofa bed,subclass of,couch
sofa bed,subclass of,bed
sofa bed,functionally coupled with,mattress
mattress,functionally coupled with,sofa bed
sofa bed,functionally coupled with,footstool
footstool,functionally coupled with,sofa bed
sofa bed,functionally coupled with,armchair
armchair,functionally coupled with,sofa bed
sofa bed,functionally coupled with,cabinet
cabinet,functionally coupled with,sofa bed
sofa bed,physically coupled with,floor
floor,physically coupled with,sofa bed
sofa bed,physically coupled with,cushion
cushion,physically coupled with,sofa bed
sofa bed,has attribute,low clearance
sofa bed,material,polyster
sofa bed,material,solidwood
sofa bed,material,plywood
modular sofa,located in,living room
modular sofa,subclass of,couch
modular sofa,functionally coupled with,armchair
armchair,functionally coupled with,modular sofa
modular sofa,functionally coupled with,footstool
footstool,functionally coupled with,modular sofa
modular sofa,physically coupled with,floor
floor,physically coupled with,modular sofa
modular sofa,physically coupled with,cushion
cushion,physically coupled with,modular sofa
modular sofa,has attribute,medium clearance
modular sofa,material,polyster wadding
modular sofa,material,polyurethane foam
modular sofa,material,cotton
footstool,located in,living room
footstool,subclass of,stool
footstool,functionally coupled with,cabinet
cabinet,functionally coupled with,footstool
footstool,functionally coupled with,armchair
armchair,functionally coupled with,footstool
footstool,functionally coupled with,pouffe
pouffe,functionally coupled with,footstool
footstool,physically coupled with,floor
floor,physically coupled with,footstool
footstool,physically coupled with,satchel
satchel,physically coupled with,footstool
footstool,physically coupled with,smart phone
smart phone,physically coupled with,footstool
footstool,physically coupled with,nursery rug
nursery rug,physically coupled with,footstool
footstool,has attribute,medium clearance
footstool,material,polyurethane foam
footstool,material,plywood
footstool,material,polyster wadding
pouffe,located in,living room
pouffe,subclass of,seat
pouffe,functionally coupled with,armchair
armchair,functionally coupled with,pouffe
pouffe,physically coupled with,floor
floor,physically coupled with,pouffe
pouffe,physically coupled with,nursery rug
nursery rug,physically coupled with,pouffe
pouffe,has attribute,movable
pouffe,material,polyurethane foam
pouffe,material,polyester
sofa cover,located in,living room
sofa cover,subclass of,slipcover
sofacover,part of,chaise longue
sofa cover,part of,couch
sofa cover,physically coupled with,smart phone
smart phone,physically coupled with,sofa cover
sofa cover,physically coupled with,kindle
kindle,physically coupled with,sofa cover
sofa cover,physically coupled with,satchel
satchel,physically coupled with,sofa cover
sofa cover,material,polyster
armrest,located in,living room
armrest,part of,armchair
armrest,part of,couch
armrest,functionally coupled with,cushion
cushion,functionally coupled with,armrest
armrest,physically coupled with,sofa cover
sofa cover,physically coupled with,armrest
armrest,physically coupled with,armchair
armchair,physically coupled with,armrest
armrest,physically coupled with,smart phone
smart phone,physically coupled with,armrest
armrest,physically coupled with,mug
mug,physically coupled with,armrest
armrest,material,cotton
armrest,material,bamboo
neck support,located in,living room
neck support,part of,couch
neck support,part of,chaise longue
neck support,functionally coupled with,cushion
cushion,functionally coupled with,neck support
neck support,physically coupled with,sofa cover
sofa cover,physically coupled with,neck support
neck support,material,plywood
neck support,material,steel
neck support,material,cotton
neck support,material,polyester
chaise longue,located in,living room
chaise longue,subclass of,chair
chaise longue,functionally coupled with,couch
couch,functionally coupled with,chaise longue
chaise longue,functionally coupled with,footstool
footstool,functionally coupled with,chaise longue
chaise longue,functionally coupled with,pouffe
pouffe,functionally coupled with,chaise longue
chaise longue,functionally coupled with,mattress
mattress,functionally coupled with,chaise longue
chaise longue,functionally coupled with,cabinet
cabinet,functionally coupled with,chaise longue
chaise longue,functionally coupled with,armchair
armchair,functionally coupled with,chaise longue
chaise longue,functionally coupled with,armrest
armrest,functionally coupled with,chaise longue
chaise longue,physically coupled with,floor
floor,physically coupled with,chaise longue
chaise longue,physically coupled with,cushion
cushion,physically coupled with,chaise longue
chaise longue,material,solidwood
chaise longue,material,steel
chaise longue,material,polypropylene plastic
armchair,located in,living room
armchair,functionally coupled with,matress
matress,functionally coupled with,armchair
armchair,physically coupled with,printed book
printed book,physically coupled with,armchair
armchair,physically coupled with,nursery rug
nursery rug,physically coupled with,armchair
armchair,physically coupled with,floor
floor,physically coupled with,armchair
armchair,physically coupled with,cushion
cushion,physically coupled with,armchair
armchair,has attribute,high clearance
armchair,has attribute,movable
armchair,material,steel
armchair,material,solidwood
armchair,material,polyurethane foam
armchair,material,polyester
armchair,material,viscose
cabinet,located in,living room
cabinet,functionally coupled with,shelving units
shelving units,functionally coupled with,cabinet
cabinet,functionally coupled with,clothes rack
clothes rack,functionally coupled with,cabinet
cabinet,physically coupled with,printed book
printed book,physically coupled with,cabinet
cabinet,physically coupled with,floor
floor,physically coupled with,cabinet
cabinet,physically coupled with,wall
wall,physically coupled with,cabinet
cabinet,physically coupled with,smart charging board
smart charging board,physically coupled with,cabinet
cabinet,physically coupled with,magzine files
magzine files,physically coupled with,cabinet
cabinet,material,particleboard
cabinet,material,melamine foil
cabinet,material,plastic
shelving units,located in,living room
shelving units,functionally coupled with,footstool
footstool,functionally coupled with,shelving units
shelving units,functionally coupled with,wall
wall,functionally coupled with,shelving units
shelving units,physically coupled with,floor
floor,physically coupled with,shelving units
shelving units,physically coupled with,magzine files
magzine files,physically coupled with,shelving units
shelving units,physically coupled with,potted plant
potted plant,physically coupled with,shelving units
shelving units,physically coupled with,printed book
printed book,physically coupled with,shelving units
shelving units,physically coupled with,air humidifier
air humidifier,physically coupled with,shelving units
shelving units,physically coupled with,ornament
ornament,physically coupled with,shelving units
shelving units,material,steel
shelving units,material,solid pine
side board,located in,living room
side board,functionally coupled with,shelving units
shelving units,functionally coupled with,side board
side board,functionally coupled with,cabinet
cabinet,functionally coupled with,side board
side board,physically coupled with,plate
plate,physically coupled with,side board
side board,physically coupled with,mug
mug,physically coupled with,side board
side board,physically coupled with,floor
floor,physically coupled with,side board
side board,physically coupled with,potted plant
potted plant,physically coupled with,side board
side board,physically coupled with,ornament
ornament,physically coupled with,side board
side board,physically coupled with,table lamp
table lamp,physically coupled with,side board
side board,physically coupled with,wall
wall,physically coupled with,side board
side board,has attribute,middle clearance
coffee table,located in,living room
coffee table,subclass of,table
coffee table,functionally coupled with,armrest
armrest,functionally coupled with,coffee table
coffee table,functionally coupled with,cabinet
cabinet,functionally coupled with,coffee table
coffee table,physically coupled with,nursery rug
nursery rug,physically coupled with,coffee table
coffee table,physically coupled with,mug
mug,physically coupled with,coffee table
coffee table,physically coupled with,printed book
printed book,physically coupled with,coffee table
coffee table,physically coupled with,potted plant
potted plant,physically coupled with,coffee table
coffee table,physically coupled with,ornament
ornament,physically coupled with,coffee table
coffee table,has attribute,low clearance
coffee table,has attribute,movable
coffee table,material,fibreboard
coffee table,material,acrylic
coffee table,material,solid beech
console table,located in,living room
console table,subclass of,table
console table,subclass of,shelf
console table,functionally coupled with,shelving units
shelving units,functionally coupled with,console table
console table,functionally coupled with,coffee table
coffee table,functionally coupled with,console table
console table,functionally coupled with,cabinet
cabinet,functionally coupled with,console table
console table,physically coupled with,wall
wall,physically coupled with,console table
console table,physically coupled with,printed book
printed book,physically coupled with,console table
console table,physically coupled with,floor
floor,physically coupled with,console table
console table,physically coupled with,potted plant
potted plant,physically coupled with,console table
console table,physically coupled with,ornament
ornament,physically coupled with,console table
console table,has attribute,high clearance
console table,has attribute,movable
console table,material,fibreboard
console table,material,particleboard
nursery curtains,located in,living room
nursery curtains,subclass of,linens
nursery curtains,subclass of,hanging
nursery curtains,physically coupled with,wall
wall,physically coupled with,nursery curtains
nursery curtains,physically coupled with,window
window,physically coupled with,nursery curtains
nursery curtains,material,polyester
floor lamp,located in,living room
floor lamp,subclass of,lamp
floor lamp,functionally coupled with,nursery curtains
nursery curtains,functionally coupled with,floor lamp
floor lamp,functionally coupled with,smart charging board
smart charging board,functionally coupled with,floor lamp
floor lamp,functionally coupled with,kindle
kindle,functionally coupled with,floor lamp
floor lamp,functionally coupled with,printed book
printed book,functionally coupled with,floor lamp
floor lamp,physically coupled with,floor
floor,physically coupled with,floor lamp
floor lamp,physically coupled with,smart charging board
smart charging board,physically coupled with,floor lamp
floor lamp,has attribute,movable
floor lamp,material,steel
floor lamp,material,polyester
ceiling spotlight,located in,living room
ceiling spotlight,functionally coupled with,floor lamp
floor lamp,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,nursery curtains
nursery curtains,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,kindle
kindle,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,printed book
printed book,functionally coupled with,ceiling spotlight
ceiling spotlight,physically coupled with,ceiling
ceiling,physically coupled with,ceiling spotlight
ceiling spotlight,material,steel
ceiling spotlight,material,aluminium
wall shelf,located in,living room
wall shelf,functionally coupled with,console table
console table,functionally coupled with,wall shelf
wall shelf,functionally coupled with,shelving units
shelving units,functionally coupled with,wall shelf
wall shelf,functionally coupled with,side board
side board,functionally coupled with,wall shelf
wall shelf,physically coupled with,wall
wall,physically coupled with,wall shelf
wall shelf,physically coupled with,printed book
printed book,physically coupled with,wall shelf
wall shelf,physically coupled with,ornament
ornament,physically coupled with,wall shelf
wall shelf,physically coupled with,potted plant
potted plant,physically coupled with,wall shelf
wall shelf,physically coupled with,glassware
glassware,physically coupled with,wall shelf
wall shelf,physically coupled with,mug
mug,physically coupled with,wall shelf
wall shelf,material,particleboard
wall shelf,material,fibreboard
wall shelf,material,plastic
wall shelf,material,paper
wall shelf,material,steel
smart phone,located in,living room
smart phone,subclass of,mobile phone
smart phone,subclass of,smart device
smart phone,subclass of,information appliance
smart phone,subclass of,mobile computer
smart phone,functionally coupled with,floor lamp
floor lamp,functionally coupled with,smart phone
smart phone,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,smart phone
smart phone,functionally coupled with,nursery curtains
nursery curtains,functionally coupled with,smart phone
smart phone,physically coupled with,coffee table
coffee table,physically coupled with,smart phone
smart phone,physically coupled with,console table
console table,physically coupled with,smart phone
kindle,located in,living room
kindle,subclass of,e-printed book reader
kindle,subclass of,tablet computer
kindle,functionally coupled with,smart phone
smart phone,functionally coupled with,kindle
kindle,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,kindle
kindle,functionally coupled with,nursery curtains
nursery curtains,functionally coupled with,kindle
kindle,physically coupled with,armrest
armrest,physically coupled with,kindle
kindle,physically coupled with,coffee table
coffee table,physically coupled with,kindle
kindle,physically coupled with,console table
console table,physically coupled with,kindle
smart charging board,located in,living room
smart charging board,functionally coupled with,smart phone
smart phone,functionally coupled with,smart charging board
smart charging board,functionally coupled with,kindle
kindle,functionally coupled with,smart charging board
smart charging board,physically coupled with,console table
console table,physically coupled with,smart charging board
smart charging board,physically coupled with,floor
floor,physically coupled with,smart charging board
smart charging board,physically coupled with,smart phone
smart phone,physically coupled with,smart charging board
smart charging board,physically coupled with,kindle
kindle,physically coupled with,smart charging board
smart air humidifier,located in,living room
smart air humidifier,functionally coupled with,smart phone
smart phone,functionally coupled with,smart air humidifier
smart air humidifier,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart air humidifier
smart air humidifier,physically coupled with,console table
console table,physically coupled with,smart air humidifier
smart air humidifier,physically coupled with,cabinet
cabinet,physically coupled with,smart air humidifier
smart air humidifier,physically coupled with,smart charging board
smart charging board,physically coupled with,smart air humidifier
smart lighting,located in,living room
smart lighting,functionally coupled with,smart phone
smart phone,functionally coupled with,smart lighting
smart lighting,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart lighting
smart lighting,functionally coupled with,floor lamp
floor lamp,functionally coupled with,smart lighting
smart lighting,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,smart lighting
smart lighting,functionally coupled with,nursery curtains
nursery curtains,functionally coupled with,smart lighting
smart lighting,physically coupled with,floor lamp
floor lamp,physically coupled with,smart lighting
smart lighting,physically coupled with,ceiling spotlight
ceiling spotlight,physically coupled with,smart lighting
smart lighting,physically coupled with,wall
wall,physically coupled with,smart lighting
smart lighting,physically coupled with,console table
console table,physically coupled with,smart lighting
smart lighting,physically coupled with,cabinet
cabinet,physically coupled with,smart lighting
robot vacuum cleaner,located in,living room
robot vacuum cleaner,subclass of,vacuum cleaner
robot vacuum cleaner,subclass of,autonomous robot
robot vacuum cleaner,subclass of,smart device
robot vacuum cleaner,subclass of,home appliance
robot vacuum cleaner,functionally coupled with,smart phone
smart phone,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,functionally coupled with,sofa bed
sofa bed,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,functionally coupled with,modular sofa
modular sofa,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,functionally coupled with,nursery rug
nursery rug,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,functionally coupled with,coffee table
coffee table,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,functionally coupled with,console table
console table,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,sofa bed
sofa bed,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,modular sofa
modular sofa,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,footstool
footstool,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,pouffe
pouffe,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,armchair
armchair,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,side board
side board,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,nursery rug
nursery rug,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,coffee table
coffee table,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,console table
console table,physically coupled with,robot vacuum cleaner
smart home controller,located in,living room
smart home controller,functionally coupled with,smart phone
smart phone,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart air humidifier
smart air humidifier,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart lighting
smart lighting,functionally coupled with,smart home controller
smart home controller,functionally coupled with,robot vacuum cleaner
robot vacuum cleaner,functionally coupled with,smart home controller
smart home controller,physically coupled with,console table
console table,physically coupled with,smart home controller
smart home controller,physically coupled with,coffee table
coffee table,physically coupled with,smart home controller
smart home controller,physically coupled with,smart charging board
smart charging board,physically coupled with,smart home controller
smart soundbar,located in,living room
smart soundbar,functionally coupled with,smart phone
smart phone,functionally coupled with,smart soundbar
smart soundbar,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart soundbar
smart soundbar,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart soundbar
smart soundbar,physically coupled with,console table
console table,physically coupled with,smart soundbar
smart soundbar,physically coupled with,coffee table
coffee table,physically coupled with,smart soundbar
smart soundbar,physically coupled with,smart charging board
smart charging board,physically coupled with,smart soundbar
smart air conditioner,located in,living room
smart air conditioner,functionally coupled with,smart phone
smart phone,functionally coupled with,smart air conditioner
smart air conditioner,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart air conditioner
smart air conditioner,functionally coupled with,smart air humidifier
smart air humidifier,functionally coupled with,smart air conditioner
smart air conditioner,physically coupled with,wall
wall,physically coupled with,smart air conditioner
smart security camera,located in,living room
smart security camera,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart security camera
smart security camera,functionally coupled with,smart phone
smart phone,functionally coupled with,smart security camera
smart security camera,physically coupled with,wall
wall,physically coupled with,smart security camera
smart security camera,physically coupled with,smart charging board
smart charging board,physically coupled with,smart security camera
smart security camera,physically coupled with,console table
console table,physically coupled with,smart security camera
smart tv,located in,living room
smart tv,subclass of,television set
smart tv,subclass of,smart device
smart tv,subclass of,smart appliance
smart tv,functionally coupled with,smart phone
smart phone,functionally coupled with,smart tv
smart tv,functionally coupled with,nursery curtains
nursery curtains,functionally coupled with,smart tv
smart tv,physically coupled with,wall
wall,physically coupled with,smart tv
smart thermometer,located in,living room
smart thermometer,functionally coupled with,smart phone
smart phone,functionally coupled with,smart thermometer
smart thermometer,functionally coupled with,smart air conditioner
smart air conditioner,functionally coupled with,smart thermometer
smart thermometer,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart thermometer
smart thermometer,physically coupled with,wall
wall,physically coupled with,smart thermometer
smart thermometer,physically coupled with,smart charging board
smart charging board,physically coupled with,smart thermometer
smart controller,located in,living room
smart controller,functionally coupled with,smart tv
smart tv,functionally coupled with,smart controller
smart controller,functionally coupled with,smart phone
smart phone,functionally coupled with,smart controller
smart controller,functionally coupled with,smart air conditioner
smart air conditioner,functionally coupled with,smart controller
smart controller,functionally coupled with,smart soundbar
smart soundbar,functionally coupled with,smart controller
smart controller,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart controller
smart controller,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart controller
smart controller,physically coupled with,smart charging board
smart charging board,physically coupled with,smart controller
smart controller,physically coupled with,sofa bed
sofa bed,physically coupled with,smart controller
smart controller,physically coupled with,modular sofa
modular sofa,physically coupled with,smart controller
smart controller,physically coupled with,sofa cover
sofa cover,physically coupled with,smart controller
smart controller,physically coupled with,console table
console table,physically coupled with,smart controller
smart controller,physically coupled with,coffee table
coffee table,physically coupled with,smart controller
smart air purifier,located in,living room
smart air purifier,subclass of,air purifier
smart air purifier,subclass of,smart appliance
smart air purifier,subclass of,smart device
smart air purifier,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart air purifier
smart air purifier,functionally coupled with,smart phone
smart phone,functionally coupled with,smart air purifier
smart air purifier,functionally coupled with,smart thermometer
smart thermometer,functionally coupled with,smart air purifier
smart air purifier,functionally coupled with,smart air humidifier
smart air humidifier,functionally coupled with,smart air purifier
smart air purifier,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart air purifier
smart air purifier,physically coupled with,floor
floor,physically coupled with,smart air purifier
smart air purifier,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,smart air purifier
smart air purifier,physically coupled with,console table
console table,physically coupled with,smart air purifier
smart air purifier,has attribute,movable
smart feeder,located in,living room
smart feeder,functionally coupled with,smart phone
smart phone,functionally coupled with,smart feeder
smart feeder,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart feeder
smart feeder,functionally coupled with,plate
plate,functionally coupled with,smart feeder
smart feeder,physically coupled with,floor
floor,physically coupled with,smart feeder
smart feeder,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,smart feeder
smart feeder,physically coupled with,wall
wall,physically coupled with,smart feeder
smart feeder,has attribute,movable
satchel,located in,living room
mug,located in,living room
mug,subclass of,tableware
printed book,located in,living room
plate,located in,living room
plate,subclass of,tableware
glassware,located in,living room
ornament,located in,living room
potted plant,located in,living room
splashbacks,located in,kitchen
splashbacks,part of,wall
splashbacks,physically coupled with,plate
plate,physically coupled with,splashbacks
splashbacks,physically coupled with,glassware
glassware,physically coupled with,splashbacks
splashbacks,physically coupled with,mug
mug,physically coupled with,splashbacks
splashbacks,physically coupled with,bowl
bowl,physically coupled with,splashbacks
splashbacks,physically coupled with,pot
pot,physically coupled with,splashbacks
splashbacks,physically coupled with,knife
knife,physically coupled with,splashbacks
splashbacks,physically coupled with,food
food,physically coupled with,splashbacks
splashbacks,physically coupled with,chopping board
chopping board,physically coupled with,splashbacks
splashbacks,material,quartz composite
shelves & drawers,located in,kitchen
shelves & drawers,physically coupled with,wall
wall,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,splashbacks
splashbacks,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,floor
floor,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,cooker
cooker,physically coupled with,shelves & drawers
shelves & drawers,material,galvanised steel
shelves & drawers,material,particleboard
shelves & drawers,material,melamine foil
drawer dividers,located in,kitchen
drawer dividers,part of,shelves & drawers
drawer dividers,physically coupled with,plate
plate,physically coupled with,drawer dividers
drawer dividers,physically coupled with,glassware
glassware,physically coupled with,drawer dividers
drawer dividers,physically coupled with,mug
mug,physically coupled with,drawer dividers
drawer dividers,physically coupled with,bowl
bowl,physically coupled with,drawer dividers
drawer dividers,physically coupled with,pot
pot,physically coupled with,drawer dividers
drawer dividers,physically coupled with,knife
knife,physically coupled with,drawer dividers
drawer dividers,physically coupled with,food
food,physically coupled with,drawer dividers
drawer dividers,physically coupled with,chopping board
chopping board,physically coupled with,drawer dividers
drawer dividers,material,bamboo
drawer dividers,material,stain
kitchen sinks,located in,kitchen
kitchen sinks,subclass of,sanitation
kitchen sinks,subclass of,sink
kitchen sinks,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,splashbacks
splashbacks,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,plate
plate,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,glassware
glassware,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,mug
mug,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,bowl
bowl,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,pot
pot,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,knife
knife,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,food
food,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,chopping board
chopping board,physically coupled with,kitchen sinks
kitchen sinks,physically coupled with,cooker
cooker,physically coupled with,kitchen sinks
kitchen sinks,material,polypropylene plastic
kitchen sinks,material,stainless steel
kitchen sinks,material,synthetic rubber
mixer taps,located in,kitchen
mixer taps,part of,kitchen sinks
mixer taps,material,zinc
kitchen benchtops,located in,kitchen
kitchen benchtops,functionally coupled with,splashbacks
splashbacks,functionally coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,splashbacks
splashbacks,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,plate
plate,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,glassware
